Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge
JPMorgan Investment Funds - Global High Yield Bond A (acc) USD,USD,4,Y,N,N,Y,0.85%,1.05%,USD 10041.40,1000,100,,,,0
Wells Fargo US All Cap Growth Fund Cl A Acc SGD-H,SGD,9,Y,N,N,N,1.60%,,USD 1380.00,1000,100,,,,0
Janus Henderson Horizon Euroland A2 SGD-H,SGD,8,Y,N,N,N,1.20%,1.90%,EUR 772.79,1000,100,,,,0
BNP Paribas Aqua Classic RH MD Dis USD,USD,9,Y,N,N,N,1.75%,2.22%,EUR 2403.00,1000,100,2.11%,Payout,M,0
Blackrock Global Bond Income A6 SGD-H,SGD,4,Y,N,N,Y,1.00%,1.23%,USD 144.18,1000,100,4.51%,Payout,M,0
FSSA Global Emerging Markets Focus I Acc USD,USD,9,Y,N,N,N,1.50%,1.63%,USD 31.30,1000,500,,,,0
GS Global Future Health Care Equity Portfolio Acc USD,USD,10,Y,N,N,N,1.50%,1.90%,USD 153.00,5000,100,,,,0
Allianz Global Opportunistic Bond Cl AMg Dis H2-GBP,GBP,4,Y,N,N,Y,1.14%,1.17%,USD 257.00,1000,100,3.45%,Payout,M,0
Allianz Global Opportunistic Bond Cl AMg Dis H2-SGD,SGD,4,Y,N,N,Y,1.14%,1.16%,USD 257.00,1000,100,3.92%,Payout,M,0
Allianz Thematica Cl AMg DIS H2-AUD,AUD,7,Y,N,N,Y,1.90%,1.96%,USD 1822.28,1000,100,2.99%,Payout,M,0
Natixis Thematics AI & Robotics Fund H-R/A SGD-H,SGD,10,Y,N,N,N,1.83%,2.00%,USD 395.30,1500,100,,,,0
Janus Henderson Horizon Global High Yield Bond A4M USD,USD,4,Y,N,N,N,0.75%,1.19%,USD 1710.00,1000,100,6.03%,Payout,M,0
GS Europe CORE Equity Portfolio Acc EUR,EUR,8,Y,N,N,N,1.25%,1.43%,EUR 1751.00,5000,100,,,,0
AB FCP I American Income Portfolio AA SGD-H,SGD,4,Y,N,N,N,1.10%,1.32%,USD 27744.99,1000,100,6.23%,Payout,M,0
Schroder ISF US Dollar Bond A Acc USD,USD,3,Y,N,N,N,0.75%,0.94%,USD 940.40,1000,100,,,,0
HGIF - Singapore Dollar Income Bond AC SGD,SGD,3,Y,N,N,Y,0.80%,1.00%,SGD 347.64,1000,100,,,,0
Fidelity Sustainable Strategic Bond A-ACC-USD,USD,4,Y,N,N,N,1.00%,1.41%,USD 540.00,1000,100,,,,0
Neuberger Berman Corporate Hybrid Bond A MDis USD-H,USD,5,Y,N,N,Y,1.20%,1.34%,EUR 1938.40,1000,100,5.55%,Payout,M,0
Nikko AM All China Equity A SGD,SGD,9,Y,N,N,Y,1.50%,1.81%,USD 28.64,1000,100,,,,0
United Global Innovation A Acc SGD-H,SGD,10,Y,N,N,Y,1.75%,2.95%,SGD 23.00,1000,100,,,,0
United Global Innovation A Acc USD,USD,10,Y,N,N,N,1.75%,2.88%,USD 17.33,1000,100,,,,0
Allianz Income and Growth Cl AM DIS H2-EUR,EUR,7,Y,N,N,Y,1.50%,1.54%,USD 30420.56,1000,100,6.53%,Payout,M,0
United Sustainable Credit Income A Acc USD,USD,4,Y,N,N,N,1.15%,,USD 8.58,1000,100,,,,0
BNY Mellon Mobility Innovation B Acc USD,USD,9,Y,N,N,N,1.40%,1.53%,USD 567.61,10000,100,,,,0
BNY Mellon Emerging Markets Corporate Debt A Acc USD,USD,5,Y,N,N,N,1.50%,1.62%,USD 422.71,5000,100,,,,0
BNY Mellon Global Emerging Markets A Acc EUR,EUR,9,Y,N,N,N,2.00%,2.24%,USD 64.45,5000,100,,,,0
Allianz Strategic Bond AT SGD-H2,SGD,4,Y,N,N,Y,1.30%,1.39%,USD 1058.04,1000,100,,,,0
Allianz Strategic Bond AT USD,USD,4,Y,N,N,Y,1.30%,1.21%,USD 1058.04,1000,100,,,,0
Manulife Global Fund - Global Multi-Asset Diversified Income AA Inc USD,USD,5,Y,N,N,N,1.50%,1.74%,USD 212.10,1000,100,5.59%,Payout,M,0
FTIF - Franklin Mutual European A Acc EUR,EUR,8,Y,N,N,N,1.00%,1.86%,EUR 580.00,1000,100,,,,0
Fidelity Enhanced Reserve A-ACC-SGD (hedged),SGD,4,Y,N,N,N,0.50%,0.63%,USD 2754.20,1000,100,,,,0
GS Emerging Markets Multi-Asset Portfolio Cap MDist AUD-Partially-H,AUD,6,Y,N,N,N,1.40%,1.80%,USD 25.00,5000,100,5.15%,Payout,M,0
Natixis Thematics Safety H-R/A SGD,SGD,10,Y,N,N,N,1.90%,,USD 453.70,1500,100,,,,0
Natixis Seeyond Asia MinVol Equity income H-R/DIVM SGD-H,SGD,8,Y,N,N,N,0.90%,1.50%,USD 10.20,1500,100,3.44%,Payout,M,0
Natixis Seeyond Asia MinVol Equity income R/DIVM USD,USD,8,Y,N,N,N,0.90%,1.50%,USD 10.20,1000,100,3.45%,Payout,M,0
Neuberger Berman Next Generation Mobility A Acc USD,USD,7,Y,N,N,Y,1.70%,2.00%,USD 90.77,1000,100,,,,0
Threadneedle (Lux) Global Multi Asset Income ASC Inc SGD-H,SGD,6,Y,N,N,Y,1.25%,1.55%,USD 187.00,1000,100,4.96%,Payout,Q,0
Janus Henderson Horizon Asia-Pacific Property Income A3 SGD,SGD,10,Y,N,N,N,1.20%,2.12%,USD 39.92,1000,100,3.17%,Reinvest,Y,0
Eastspring Investments - Global Growth Equity AS SGD-H,SGD,7,Y,N,N,Y,1.50%,1.98%,USD 46.80,1000,100,,,,0
Fidelity Global High Yield A-ACC-USD,USD,4,Y,N,N,N,1.00%,1.42%,USD 252.00,1000,100,,,,0
Fidelity Euro Bond A-ACC-EUR,EUR,3,Y,N,N,N,0.75%,1.00%,EUR 1470.00,1000,100,,,,0
BNY Mellon Global High Yield Bond A Acc EUR,EUR,4,Y,N,N,N,1.25%,1.39%,USD 155.20,5000,100,,,,0
Blackrock Asian High Yield Bond A8 AUD-H,AUD,5,Y,N,N,Y,0.70%,1.20%,USD 420.06,1000,100,7.39%,Reinvest,M,0
Allianz Global Artificial Intelligence AT Acc H2-SGD,SGD,10,Y,N,N,Y,1.75%,2.10%,USD 8925.25,1000,100,,,,0
Allianz US Short Duration High Income Bond Cl AM DIS USD,USD,4,Y,N,N,Y,1.10%,1.34%,USD 1179.61,1000,100,4.51%,Payout,M,0
PineBridge Asia Pacific Investment Grade Bond A5HD SGD,SGD,4,Y,N,N,Y,0.75%,,USD 191.00,1000,100,0.87%,Payout,M,0
Allianz Thematica Cl AT Acc USD,USD,7,Y,N,N,Y,1.90%,1.96%,USD 1822.28,1000,100,,,,0
PIMCO Diversified Income Fund Cl Inc SGD,SGD,4,Y,N,N,N,1.19%,1.19%,USD 16700.00,1000,100,2.47%,Payout,Q,0
PIMCO Dynamic Multi-Asset Cl E Acc USD-H,USD,6,Y,N,N,Y,1.85%,1.85%,EUR 5700.00,5000,100,,,,0
Allianz Thematica Cl AMg DIS USD,USD,7,Y,N,N,Y,2.05%,1.96%,USD 1822.28,1000,100,2.94%,Payout,M,0
Natixis Thematics AI & Robotics Fund R/A SGD,SGD,10,Y,N,N,N,1.83%,2.00%,USD 395.30,1500,100,,,,0
PIMCO Income Fund Cl E Inc GBP-H,GBP,4,Y,N,N,Y,1.45%,1.45%,USD 70800.00,1000,100,4.23%,Payout,M,0
Aviva Investors - Sustainable Income & Growth Ah SGD,SGD,6,Y,N,N,Y,1.50%,1.62%,null ,1000,100,,,,0
Natixis Loomis Sayles Asia Bond Plus H-R/DIVM SGD,SGD,6,Y,N,N,N,1.53%,1.60%,USD 47.90,1500,100,6.70%,Payout,M,0
Fidelity European Dynamic Growth A-SGD,SGD,8,Y,N,N,Y,1.50%,1.90%,EUR 5318.00,1000,100,,Reinvest,Y,0
Manulife Global Fund - Preferred Securities Income AA Inc USD,USD,5,Y,N,N,N,1.10%,1.29%,USD 487.85,1000,100,4.61%,Payout,M,0
FTIF - Franklin Flexible Alpha Bond (acc) USD,USD,3,Y,N,N,N,0.75%,1.39%,USD 33.00,1000,100,,,,0
FTIF - Franklin Japan (acc) USD-H1,USD,8,Y,N,N,N,1.00%,1.86%,JPY 8310.00,1000,100,,,,0
GS Emerging Markets Equity ESG Portfolio Acc USD,USD,8,Y,N,N,N,1.75%,1.75%,USD 259.00,5000,100,,,,0
BNY Mellon Global Equity Income A Acc EUR,EUR,7,Y,N,N,N,2.00%,2.12%,USD 744.25,5000,100,0.53%,Reinvest,Y,0
Fidelity America A-USD,USD,8,Y,N,N,Y,1.50%,1.89%,USD 2240.00,1000,100,,,,0
First Sentier Bridge A DIS SGD,SGD,6,Y,Y,Y,Y,1.25%,1.44%,SGD 3422.80,1000,100,3.74%,Reinvest,H,0
Nikko AM ASEAN Equity Fund A USD,USD,9,Y,N,N,N,1.50%,1.84%,USD 18.20,1000,100,,Payout,F,0
Manulife Global Fund - India Equity AA USD,USD,9,Y,N,N,N,1.75%,2.09%,USD 266.68,1000,100,,,,0
BNY Mellon Emerging Markets Debt Total Return A Acc USD,USD,5,Y,N,N,N,1.00%,1.17%,USD 152.55,5000,100,,,,0
Blackrock ESG Multi-Asset A2 EUR,EUR,6,Y,N,N,Y,1.20%,1.45%,EUR 1755.33,1000,100,,,,0
Manulife Global Fund - Asia Pacific REIT AA (G) MDIST AUD-H,AUD,10,Y,N,N,N,1.50%,1.75%,USD 411.03,1000,100,3.24%,Payout,M,0
Janus Henderson Horizon Global Sustainable Equity A2 SGD-H,SGD,7,Y,N,N,N,1.20%,1.89%,USD 875.52,1000,100,,,,0
Threadneedle (Lux) Global Equity Income 1UP Inc USD,USD,7,Y,N,N,N,1.50%,1.68%,USD 211.70,1000,100,2.30%,Payout,Q,0
Blackrock ESG Multi-Asset A2 USD-H,USD,6,Y,N,N,Y,1.20%,1.45%,EUR 1755.33,1000,100,,,,0
GS ESG-Enhanced Europe High Yield Bond Portfolio Acc USD-H,USD,4,Y,N,N,N,1.10%,1.35%,EUR 69.00,5000,100,,,,0
Nikko AM Shenton Global Opportunities USD,USD,7,Y,N,N,N,1.25%,1.58%,USD 139.91,1000,100,,,,0
Neuberger Berman Global Real Estate Securities A Acc USD,USD,10,Y,N,N,Y,1.50%,1.80%,USD 7.36,1000,100,,,,0
FTIF - Franklin Natural Resources A (acc) USD,USD,10,Y,N,N,N,1.00%,1.86%,USD 374.00,1000,100,,,,0
Fidelity Pacific A-USD (hedged),USD,8,Y,N,N,N,1.50%,1.92%,USD 2035.00,1000,100,,Reinvest,Y,0
Aberdeen Standard SICAV I - Emerging Markets Bond Fixed Maturity 2023 A Acc USD,USD,5,Y,N,N,N,0.50%,0.60%,USD 151.40,1500,1500,,,,0
Aberdeen Standard SICAV I - Emerging Markets Bond Fixed Maturity 2023 A QInc USD,USD,5,Y,N,N,N,0.50%,0.60%,USD 151.40,1500,1500,3.82%,Payout,Q,0
Aberdeen Standard SICAV I - Emerging Markets Bond Fixed Maturity 2023 A Acc SGD-H,SGD,5,Y,N,N,N,0.50%,0.64%,USD 151.40,3000,3000,,,,0
Aberdeen Standard SICAV I - Emerging Markets Bond Fixed Maturity 2023 A QInc SGD-H,SGD,5,Y,N,N,N,0.50%,0.64%,USD 151.40,3000,3000,3.86%,Payout,Q,0
Threadneedle (Lux) Global Smaller Companies AE EUR,EUR,8,Y,N,N,Y,1.50%,1.80%,EUR 1963.80,1000,100,,,,0
Allianz Global Sustainability Cl A Dis EUR,EUR,7,Y,N,N,Y,1.80%,1.85%,EUR 1358.52,1000,100,0.05%,Reinvest,Y,0
Schroder ISF Global Credit Income A Acc GBP-H,GBP,4,Y,N,N,N,1.10%,1.42%,USD 4701.72,1000,100,,,,0
Blackrock Asian High Yield Bond A2 SGD-H,SGD,5,Y,N,N,Y,0.70%,1.21%,USD 420.06,1000,100,,,,0
Allianz SGD Income AMg DIS SGD,SGD,3,Y,N,N,Y,1.00%,1.05%,SGD 88.85,1000,100,3.64%,Payout,M,0
Threadneedle (Lux) UK Equity Income 1UH Acc USD-H,USD,9,Y,N,N,N,1.50%,1.64%,null ,1000,100,,,,0
Threadneedle (Lux) UK Equity Income 1EH Acc EUR-H,EUR,9,Y,N,N,N,1.50%,1.64%,null ,1000,100,,,,0
Eastspring Investments Unit Trusts - Fixed Income Plan Series 2 AD SGD-H,SGD,4,Y,N,N,Y,0.60%,,USD 73.20,1000,100,3.96%,Payout,Q,0
Janus Henderson Horizon Global Property Equities A3 SGD,SGD,10,Y,N,N,N,1.20%,1.89%,USD 1140.00,1000,100,2.20%,Payout,Q,0
GS Emerging Markets Debt Portfolio Acc USD,USD,5,Y,N,N,N,1.25%,1.41%,USD 6617.00,5000,100,,,,0
GS Emerging Markets Debt Portfolio Stable MDist USD,USD,5,Y,N,N,N,1.25%,1.38%,USD 6617.00,5000,100,6.21%,Payout,M,0
JPMorgan Funds - Asia Growth A (acc) SGD,SGD,8,Y,N,N,Y,1.50%,,USD 1783.50,1000,100,,,,0
Blackrock Global High Yield Bond A2 USD,USD,4,Y,N,N,Y,1.25%,1.46%,USD 1999.71,1000,100,,,,0
CPR Invest - Global Disruptive Opportunities A2 Acc SGD-H,SGD,10,Y,N,N,N,1.80%,2.35%,SGD 7993.83,1000,100,,,,0
CPR Invest - Global Disruptive Opportunities A2 Acc USD-H,USD,10,Y,N,N,N,1.80%,2.35%,USD 6023.53,1000,100,,,,0
FTIF - Franklin Mutual European A Acc USD-H1,USD,8,Y,N,N,N,1.00%,1.82%,EUR 580.00,1000,100,,,,0
JPMorgan Funds - Income A (div) USD,USD,4,Y,N,N,Y,1.00%,1.20%,USD 7837.00,1000,100,4.72%,Payout,Q,0
Legg Mason ClearBridge - Tactical Dividend Income A Mdis AUD-H Plus,AUD,9,Y,N,N,N,1.25%,1.74%,USD 38.72,1000,100,4.27%,Reinvest,M,0
JPMorgan Funds - Multi-Manager Alternatives A (acc) SGD,SGD,10,Y,N,N,Y,1.25%,2.59%,USD 1413.00,1000,100,,,,0
Fidelity Global Thematic Opportunities A-USD,USD,7,Y,N,N,N,1.50%,1.89%,USD 1900.00,1000,100,,Reinvest,Y,0
FTSF - Templeton Shariah Global Equity A Acc SGD,SGD,7,Y,N,N,Y,1.00%,1.88%,USD 83.00,1000,100,,,,0
Blackrock FinTech A2 USD,USD,10,Y,N,N,Y,1.50%,1.82%,USD 246.98,1000,100,,,,0
Threadneedle (Lux) Global Smaller Companies AUP USD,USD,8,Y,N,N,Y,1.50%,1.79%,EUR 1518.10,1000,100,0.73%,Reinvest,Y,0
GS Global Millennials Equity Portfolio Acc SGD,SGD,7,Y,N,N,N,1.50%,1.88%,USD 1714.00,5000,100,,,,0
BNP Paribas Europe Multi-Asset Income Classic RH MD AUD,AUD,6,Y,N,N,N,1.25%,,EUR 194.00,1000,100,5.54%,Payout,M,0
JPMorgan Funds - Global Unconstrained Equity A (acc) USD ,USD,7,Y,N,N,Y,1.50%,1.80%,USD 634.90,1000,100,,,,0
UTI India Balanced Dist USD,USD,6,Y,N,N,N,1.70%,4.70%,USD 12.50,100,100,4.32%,Payout,Q,0
Blackrock Global Bond Income A6 USD,USD,4,Y,N,N,Y,1.00%,1.23%,USD 144.18,1000,100,4.48%,Payout,M,0
Manulife Global Fund - Asia Pacific REIT S (G) MDIST SGD-H,SGD,10,Y,N,N,Y,1.25%,1.49%,USD 411.03,1000,100,4.59%,Payout,M,0
Fidelity EURO STOXX 50 A-EUR,EUR,8,Y,N,N,N,0.20%,0.29%,EUR 172.00,1000,100,2.46%,Reinvest,Y,0
Nikko AM MyHome Income A SGD,SGD,5,Y,N,N,Y,0.80%,1.29%,SGD 3.00,1000,100,4.04%,Reinvest,H,0
GS Global Multi-Asset Income Portfolio Stable MDist SGD-H,SGD,6,Y,N,N,N,1.25%,1.55%,USD 134.00,5000,100,10.54%,Payout,M,0
Nikko AM ARK Disruptive Innovation B SGD,SGD,10,Y,N,N,N,1.50%,1.63%,USD 10155.32,1000,100,,,,0
Allianz Global Sustainability Cl AM Dis H2-USD,USD,7,Y,N,N,Y,1.80%,1.85%,EUR 1358.52,1000,100,3.85%,Payout,M,0
Allianz Global Sustainability Cl AM Dis H2-SGD,SGD,7,Y,N,N,Y,1.80%,1.85%,EUR 1358.52,1000,100,3.89%,Payout,M,0
Amundi Funds China Equity A2 (C) USD,USD,9,Y,N,N,N,1.95%,2.30%,USD 823.05,1000,100,,,,0
Blackrock China Bond A3 USD,USD,5,Y,N,N,Y,0.75%,0.99%,CNH 42187.42,1000,100,3.18%,Payout,M,0
Blackrock China Bond A6 AUD-H,AUD,5,Y,N,N,Y,0.75%,0.98%,CNH 42187.42,1000,100,5.63%,Payout,M,0
UTI India Dynamic Equity USD,USD,9,Y,N,N,N,1.70%,1.89%,USD 688.15,100,100,,,,0
United Sustainable Credit Income A Acc SGD-H,SGD,4,Y,N,N,Y,1.15%,,SGD 11.38,1000,100,,,,0
United Sustainable Credit Income A Dis SGD-H,SGD,4,Y,N,N,Y,1.15%,,SGD 11.38,1000,100,4.02%,Payout,M,0
Threadneedle (Lux) European Select 1E Acc EUR,EUR,8,Y,N,N,N,1.50%,1.65%,EUR 1602.60,1000,100,,,,0
Threadneedle (Lux) European Select 1SH Acc SGD-H,SGD,8,Y,N,N,N,1.50%,1.65%,SGD 2583.90,1000,100,,,,0
Threadneedle (Lux) European Select 1UH Acc USD-H,USD,8,Y,N,N,N,1.50%,1.65%,USD 1947.00,1000,100,,,,0
Blackrock Emerging Markets Equity Income A8 CNH-H,CNH,9,Y,N,N,Y,1.50%,1.87%,USD 583.25,1000,100,2.82%,Reinvest,M,0
JPMorgan Funds - Income A (mth) USD,USD,4,Y,N,N,Y,1.00%,1.20%,USD 7837.00,1000,100,4.64%,Payout,M,0
BNY Mellon Global Emerging Markets A Acc USD,USD,9,Y,N,N,N,2.00%,2.24%,USD 64.45,5000,100,,,,0
Aberdeen Standard SICAV I - Global Dynamic Dividend A Acc SGD-H,SGD,7,Y,N,N,Y,1.50%,,null 16.10,1000,100,,,,0
BNY Mellon Global Credit H Acc EUR-H,EUR,4,Y,N,N,N,1.00%,1.13%,USD 812.56,5000,100,,,,0
BNP Paribas Global Environment Classic RH MD Dis USD,USD,8,Y,N,N,N,1.75%,2.21%,SGD 1278.79,1000,100,1.95%,Payout,M,0
United Global Innovation A Acc SGD,SGD,10,Y,N,N,Y,1.75%,2.87%,SGD 23.00,1000,100,,,,0
Blackrock Asian High Yield Bond A8 EUR-H,EUR,5,Y,N,N,Y,0.70%,1.21%,USD 420.06,1000,100,6.90%,Reinvest,M,0
Natixis Thematics Safety R/A SGD,SGD,10,Y,N,N,N,1.90%,,USD 453.70,1500,100,,,,0
JPMorgan Investment Funds - Global Dividend A (mth) USD,USD,7,Y,N,N,Y,1.50%,1.79%,USD 320.20,1000,100,2.42%,Payout,M,0
BNY Mellon Global Dynamic Bond A Acc EUR,EUR,4,Y,N,N,N,1.25%,1.39%,USD 504.12,5000,100,,,,0
JPMorgan Funds - Asia Growth A (acc) USD ,USD,8,Y,N,N,Y,1.50%,1.80%,USD 1783.50,1000,100,,,,0
Fidelity Asia Pacific Dividend A-USD,USD,8,Y,N,N,N,1.50%,1.94%,USD 336.00,1000,100,0.34%,Reinvest,H,0
Natixis Thematics Subscription Economy R/A USD,USD,8,Y,N,N,N,1.90%,2.00%,USD 185.60,1000,100,,,,0
Allianz China A Shares AT Acc SGD,SGD,9,Y,N,N,Y,2.25%,2.29%,USD 12645.25,1000,100,,,,0
JPMorgan Funds - Multi-Manager Alternatives A (acc) USD,USD,10,Y,N,N,Y,1.25%,2.60%,USD 1413.00,1000,100,,,,0
Natixis Loomis Sayles Asia Bond Plus R/DIVM USD,USD,6,Y,N,N,N,1.53%,1.60%,USD 47.90,1000,100,6.70%,Payout,M,0
BNP Paribas Emerging Multi-Asset Income Classic RH MD Dis SGD,SGD,6,Y,N,N,N,1.25%,1.67%,USD 91.00,1000,100,6.80%,Payout,M,0
BNP Paribas Sustainable US Value Multi-Factor Equity Classic Cap USD,USD,8,Y,N,N,N,1.50%,1.97%,USD 51.00,1000,100,,,,0
HGIF - Global Investment Grade Securitised Credit Bond AM2 USD,USD,4,Y,N,N,N,0.90%,1.15%,USD 777.84,1000,100,,Payout,M,0
UTI Indian Fixed Income SGD,SGD,5,Y,N,N,N,1.20%,2.13%,USD 49.78,100,100,4.89%,Reinvest,H,0
PIMCO Dynamic Multi-Asset Cl M-Retail Inc II SGD,SGD,6,Y,N,N,Y,1.85%,1.85%,EUR 5700.00,10000,100,0.17%,Payout,M,0
Aberdeen Standard SICAV I - Frontier Markets Bond A Acc SGD-H,SGD,7,Y,N,N,Y,1.50%,1.83%,USD 557.70,1000,100,,,,0
Aberdeen Standard SICAV I - Frontier Markets Bond A Acc USD,USD,7,Y,N,N,N,1.50%,1.79%,USD 557.70,1000,100,,,,0
Aberdeen Standard SICAV I - Frontier Markets Bond A MInc USD,USD,7,Y,N,N,N,1.50%,1.79%,USD 557.70,1000,100,5.64%,Payout,M,0
Aberdeen Standard SICAV I - Frontier Markets Bond A MIncA SGD-H,SGD,7,Y,N,N,Y,1.50%,1.83%,USD 557.70,1000,100,5.62%,Payout,M,0
Fullerton Lux Funds - Asia Absolute Alpha A Acc SGD,SGD,8,Y,N,N,Y,1.50%,1.68%,null ,1000,100,,,,0
Blackrock Future of Transport A2 USD,USD,9,Y,N,N,Y,1.50%,1.82%,USD 858.24,1000,100,,,,0
Neuberger Berman European High Yield Bond A Acc SGD-H,SGD,4,Y,N,N,Y,1.20%,1.40%,EUR 27.12,1000,100,,,,0
Blackrock China Bond A6 SGD-H,SGD,5,Y,N,N,Y,0.75%,0.98%,CNH 42187.42,1000,100,5.62%,Payout,M,0
BNY Mellon Global Dynamic Bond A Inc USD,USD,4,Y,N,N,N,1.25%,1.39%,USD 504.12,5000,100,0.74%,Payout,Q,0
Threadneedle (Lux) Global Equity Income 1U Acc USD,USD,7,Y,N,N,N,1.50%,1.68%,USD 211.70,1000,100,,,,0
Threadneedle (Lux) Global Equity Income 1ST Inc SGD-H,SGD,7,Y,N,N,N,1.50%,1.68%,SGD 280.90,1000,100,2.42%,Payout,M,0
Manulife Global Fund - Asia Pacific REIT AA (G) MDIST USD,USD,10,Y,N,N,N,1.50%,1.75%,USD 411.03,1000,100,4.86%,Payout,M,0
Janus Henderson Horizon Pan European Property Equities A2 Acc SGD,SGD,10,Y,N,N,N,1.20%,2.09%,EUR 474.72,1000,100,,,,0
JPMorgan Funds - Income A (mth) SGD-H,SGD,4,Y,N,N,Y,1.00%,1.20%,USD 7837.00,1000,100,4.65%,Payout,M,0
Janus Henderson Horizon Global Technology Leaders A2 SGD,SGD,10,Y,N,N,N,1.20%,1.90%,USD 4060.00,1000,100,,,,0
Natixis Thematics Meta R/A SGD,SGD,7,Y,N,N,N,1.90%,,USD 244.20,1500,100,,,,0
Blackrock Next Generation Technology A2 USD,USD,10,Y,N,N,Y,1.50%,1.82%,USD 4185.32,1000,100,,,,0
Natixis Loomis Sayles Asia Bond Plus R/DIVM SGD,SGD,6,Y,N,N,N,1.53%,,null ,1500,100,6.69%,Payout,M,0
Neuberger Berman US Small Cap A Acc USD,USD,10,Y,N,N,Y,1.70%,1.91%,USD 727.54,1000,100,,,,0
Fidelity Sustainable Water & Waste Fund A-ACC-USD,USD,8,Y,N,N,N,1.50%,1.90%,USD 2312.00,1000,100,,,,0
United China A Share Innovation A Acc SGD,SGD,10,Y,N,N,Y,1.75%,0.96%,SGD 615.59,1000,100,,,,0
FTIF - Franklin Global Income A Mdis USD,USD,6,Y,N,N,N,0.85%,1.60%,USD 28.00,1000,100,4.14%,Payout,M,0
UTI Indian Fixed Income USD,USD,5,Y,N,N,N,1.20%,2.13%,USD 49.78,100,100,0.47%,Reinvest,H,0
HGIF - Global Emerging Markets Multi-Asset Income AM3O SGD,SGD,6,Y,N,N,Y,1.35%,1.73%,USD 129.11,1000,100,3.46%,Payout,M,0
HGIF - Global Emerging Markets Multi-Asset Income AM2 USD,USD,6,Y,N,N,N,1.35%,1.72%,USD 129.11,1000,100,3.65%,Payout,M,0
HGIF - Global Emerging Markets Multi-Asset Income AM3O AUD,AUD,6,Y,N,N,N,1.35%,1.74%,USD 129.11,1000,100,2.30%,Payout,M,0
Fidelity Enhanced Reserve A-ACC-USD,USD,4,Y,N,N,N,0.50%,0.60%,USD 2754.20,1000,100,,,,0
Natixis Thematics Subscription Economy R/A SGD-H,SGD,8,Y,N,N,N,1.90%,2.00%,null ,1500,100,,,,0
Blackrock Dynamic High Income A2 SGD-H,SGD,8,Y,N,N,Y,1.50%,1.76%,USD 3098.74,1000,100,,,,0
PineBridge Japan Small Cap Equity A USD,USD,10,Y,N,N,N,1.30%,2.04%,USD 392.90,1000,100,,,,0
Fullerton Lux Funds - Asian High Yield Bonds A Dis USD,USD,5,Y,N,N,N,1.25%,1.41%,USD 175.89,1000,100,5.03%,Payout,Q,0
Schroder ISF China Opportunities A Acc USD,USD,9,Y,N,N,N,1.50%,1.85%,USD 1816.44,1000,100,,,,0
BNY Mellon Emerging Markets Debt Total Return H Acc EUR-H,EUR,5,Y,N,N,N,1.00%,1.17%,USD 152.55,5000,100,,,,0
United Global Healthcare A Acc SGD-H,SGD,10,Y,N,N,Y,1.75%,2.10%,SGD 712.72,1000,100,,,,0
BNP Paribas Consumer Innovators Classic Cap EUR,EUR,10,Y,N,N,N,1.50%,1.97%,EUR 890.00,1000,100,,,,0
DWS Invest Global Agribusiness SGD LC,SGD,10,Y,N,N,N,1.50%,1.68%,USD 389.10,1000,100,,,,0
DWS Invest Global Agribusiness USD LC,USD,10,Y,N,N,N,1.50%,1.68%,USD 389.10,1000,100,,,,0
PineBridge US Large Cap Research Enhanced A5H SGD ,SGD,8,Y,N,N,Y,1.00%,,USD 129.40,1000,100,,,,0
GS Global Real Estate Equity Portfolio Gross QDist USD,USD,10,Y,N,N,N,1.50%,1.90%,USD 40.00,5000,100,4.85%,Payout,Q,0
BNP Paribas Europe Multi-Asset Income Classic RH MD CNH,CNH,6,Y,N,N,N,1.25%,,EUR 194.00,1000,100,8.28%,Payout,M,0
Janus Henderson Horizon Asia-Pacific Property Income A5m USD,USD,10,Y,N,N,N,1.20%,,USD 39.92,1000,100,6.82%,Payout,M,0
Threadneedle (Lux) Global Equity Income 1SC Inc SGD-H,SGD,7,Y,N,N,N,1.50%,1.68%,SGD 280.90,1000,100,2.05%,Payout,Q,0
Schroder ISF Global Multi-Asset Income A Dis GBP-H,GBP,5,Y,N,N,N,1.25%,1.58%,USD 2103.39,1000,100,5.02%,Payout,M,0
Eastspring Investments - Global Growth Equity A USD,USD,7,Y,N,N,N,1.50%,1.98%,USD 46.80,1000,100,,,,0
Allianz Flexi Asia Bond Cl AT Acc USD,USD,4,Y,N,N,Y,1.50%,1.54%,USD 520.38,1000,100,,,,0
Blackrock World Mining A4 GBP,GBP,10,Y,N,N,Y,1.75%,2.07%,USD 5994.96,1000,100,0.32%,Reinvest,Y,0
FTIF - Franklin Strategic Income A Mdis USD,USD,3,Y,N,N,N,0.75%,1.35%,USD 774.00,1000,100,3.85%,Payout,M,0
Allianz Global Opportunistic Bond Cl AMg Dis H2-AUD,AUD,4,Y,N,N,Y,1.14%,1.17%,USD 257.00,1000,100,3.94%,Payout,M,0
Allianz Thematica Cl AMg DIS H2-SGD,SGD,7,Y,N,N,Y,1.90%,1.96%,USD 1822.28,1000,100,2.93%,Payout,M,0
Allianz Thematica Cl AT Acc H2-SGD,SGD,7,Y,N,N,Y,1.90%,1.94%,USD 1822.28,1000,100,,,,0
